Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hour,Duration_min,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Vistara,Vistara Premium economy,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Chennai,Delhi,Kolkata,Mumbai,Price
1,24,3,22,50,12,15,13,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7832
0,24,3,7,10,10,5,2,55,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6860
0,12,5,18,25,21,20,2,55,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
0,6,5,17,0,19,45,2,45,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5228
1,1,4,14,5,19,50,5,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13364
1,18,3,16,55,7,40,14,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13555
0,6,3,22,5,0,25,2,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5277
2,12,5,7,0,1,20,18,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13243
1,9,5,6,0,19,0,13,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9794
0,6,6,6,0,8,45,2,45,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8016
1,1,6,17,30,1,30,8,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13377
1,9,6,17,0,22,5,29,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12692
2,6,6,8,20,18,30,10,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10697
0,27,3,9,30,12,5,2,35,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3384
1,9,5,6,50,22,30,15,40,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6734
1,6,6,20,0,9,20,13,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
0,24,5,21,5,23,55,2,50,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5228
1,24,5,9,25,11,10,25,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8891
0,27,3,7,55,10,15,2,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3384
1,3,3,8,0,21,0,13,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,17057
1,3,4,19,20,23,45,4,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3480
0,3,5,9,30,12,20,2,50,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,4423
1,9,6,6,30,4,40,22,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14178
1,24,6,8,45,13,15,4,30,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,4760
1,1,4,20,25,9,45,13,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14151
1,1,4,20,0,16,20,20,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12681
0,3,4,11,0,14,15,3,15,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4886
0,21,6,10,20,12,55,2,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3807
0,18,5,4,40,7,15,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
1,9,3,7,30,12,20,4,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5694
1,24,5,9,0,19,0,10,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10197
0,15,6,23,30,2,20,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4077
1,1,5,6,30,18,15,11,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14781
0,9,5,11,30,14,5,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5224
0,24,4,21,25,0,5,2,40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
1,21,5,6,30,4,40,22,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8586
1,21,5,12,0,13,15,25,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7662
1,3,3,9,55,18,50,8,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,18550
1,12,6,17,0,23,25,6,25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8610
0,1,5,7,10,10,10,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7229
2,6,6,10,0,5,25,19,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12009
1,18,5,17,0,21,5,28,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14151
0,9,4,5,10,8,0,2,50,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4729
0,3,3,5,10,8,0,2,50,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7931
1,21,5,11,30,12,35,25,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12898
1,9,3,6,50,4,25,21,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,16289
2,3,6,21,25,19,0,21,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13292
1,27,5,8,0,21,0,13,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7618
1,15,6,18,15,1,30,7,15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13377
1,12,6,7,35,23,30,15,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5192
1,24,6,11,40,19,15,7,35,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7268
1,24,5,20,25,9,45,13,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12384
0,15,3,4,0,6,50,2,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5694
2,18,3,8,55,15,55,7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16338
1,6,6,13,0,1,30,12,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7198
1,21,3,8,0,18,50,10,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6540
0,3,6,19,35,21,5,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3210
0,18,6,6,55,9,30,2,35,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3873
0,21,4,11,10,13,55,2,45,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4483
1,15,5,16,45,22,25,5,40,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6752
0,12,4,7,10,10,5,2,55,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
1,6,5,20,30,8,55,12,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10203
0,18,5,22,20,0,40,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3873
0,27,3,13,10,14,30,1,20,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2017
1,6,6,8,25,4,40,20,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8586
1,1,3,22,50,10,25,11,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,31825
2,15,5,10,0,13,45,27,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16057
1,6,6,2,15,4,25,26,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
1,1,6,20,25,1,30,5,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6593
0,24,6,21,10,0,5,2,55,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,3971
1,9,3,19,15,18,50,23,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,16289
1,1,5,9,35,9,45,24,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9314
0,21,5,17,45,20,45,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4030
1,12,6,14,0,21,0,7,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13587
1,1,5,20,25,18,0,21,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9314
1,15,6,20,45,7,10,10,25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6253
1,15,4,7,35,23,30,15,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5192
2,1,5,9,25,13,45,28,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16372
0,24,4,11,30,14,20,2,50,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,5403
1,27,3,11,30,18,50,7,20,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,11200
0,12,6,11,35,14,0,2,25,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3858
0,6,4,15,30,18,5,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4174
0,27,4,18,5,21,10,3,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5411
0,15,5,16,55,18,25,1,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3175
0,24,5,14,45,17,5,2,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3858
1,1,5,20,0,4,40,8,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13941
2,15,6,13,15,19,15,30,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12182
0,21,6,16,55,19,55,3,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4990
1,9,6,20,25,22,5,25,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10539
0,9,3,10,5,13,0,2,55,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6860
0,6,3,14,55,17,50,2,55,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,8001
1,27,6,22,50,19,0,20,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
1,6,5,17,0,23,25,6,25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8085
0,27,6,0,25,3,15,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3419
2,1,5,10,0,13,45,27,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,15164
0,24,3,17,15,20,0,2,45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6565
2,27,3,5,25,18,50,13,25,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9254
1,6,6,6,50,10,30,3,40,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6857
2,12,5,7,0,1,20,18,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12140
0,6,6,9,0,11,25,2,25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3841
1,6,5,8,25,19,50,11,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14781
1,18,5,10,0,7,40,21,40,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8372
3,1,4,16,45,23,15,30,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8607
1,24,6,10,0,21,0,11,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13587
1,18,5,20,55,4,25,7,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15554
1,21,5,21,10,19,50,22,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
0,24,5,12,0,13,30,1,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4392
0,27,5,17,0,19,45,2,45,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6961
1,18,5,9,45,23,0,13,15,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8907
1,15,6,8,35,22,30,13,55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6442
1,15,5,14,5,23,35,9,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8586
2,15,5,12,55,19,15,30,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13486
0,6,6,19,30,20,45,1,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3100
2,6,3,17,55,4,25,34,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15812
0,24,4,18,5,21,10,3,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5201
2,3,3,7,35,21,20,13,45,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9413
2,6,6,20,15,19,15,23,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13591
0,1,6,2,55,4,20,1,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5678
1,3,3,8,15,23,10,14,55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6781
1,21,3,18,40,11,25,16,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7832
1,9,3,16,0,18,50,26,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,14053
1,9,5,20,25,9,45,13,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10703
1,15,5,17,30,1,30,8,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13727
1,24,6,13,0,21,0,8,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7408
1,1,3,14,5,11,25,21,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20800
2,3,6,13,20,7,40,18,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11911
0,3,4,7,0,9,40,2,40,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,5403
1,6,6,9,35,19,10,9,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13469
2,6,6,21,25,12,35,15,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11270
1,24,6,20,45,6,35,9,50,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6152
1,27,3,8,0,4,25,20,25,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12452
1,15,5,16,30,16,20,23,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
1,18,5,11,55,22,30,10,35,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8216
1,12,6,6,30,19,50,13,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13626
2,6,3,7,5,21,20,14,15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7084
1,9,5,4,55,19,15,14,20,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7575
1,3,3,8,15,8,50,24,35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6781
0,6,6,7,10,10,10,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6478
0,15,3,5,45,7,5,1,20,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2385
1,18,5,13,0,21,0,8,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9385
0,18,4,7,45,10,40,2,55,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5048
1,12,6,20,25,1,30,5,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5058
1,21,3,6,0,13,20,7,20,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,11269
1,9,4,19,0,1,30,6,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7363
2,9,3,21,30,19,15,21,45,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11762
1,6,3,15,5,4,25,13,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15764
1,12,6,10,0,4,25,18,25,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
2,3,6,14,35,12,35,22,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10919
1,15,6,17,30,19,0,25,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
2,6,5,5,50,23,15,17,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11883
0,21,3,22,20,0,40,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3847
0,12,6,19,35,21,5,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5678
1,12,5,7,10,22,40,15,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8662
1,27,5,14,0,4,25,14,25,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12898
0,12,5,21,10,0,5,2,55,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,4423
1,12,6,17,40,8,15,14,35,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8991
1,15,5,17,55,22,50,4,55,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,5409
1,27,4,8,35,16,10,7,35,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6442
2,24,5,12,0,21,50,9,50,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9941
2,21,3,6,40,21,20,14,40,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6494
1,24,6,17,0,1,30,8,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7198
0,9,3,5,45,8,35,2,50,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,7110
1,12,3,18,55,9,30,14,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11087
0,9,5,20,20,22,55,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
0,15,6,7,10,10,5,2,55,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
1,12,5,9,35,19,10,9,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14151
1,27,6,6,0,19,0,13,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10791
1,1,4,7,10,9,5,25,55,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,7980
1,27,4,5,15,6,50,25,35,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6587
0,6,5,7,5,9,20,2,15,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,3687
2,15,5,18,45,19,15,24,30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13307
0,24,3,15,0,16,25,1,25,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2050
1,9,5,9,0,19,0,10,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10197
0,24,6,21,0,23,50,2,50,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4668
0,24,5,13,0,15,50,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4990
0,24,5,6,25,7,55,1,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4049
1,15,6,9,0,21,0,12,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7933
0,6,5,9,10,10,40,1,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4049
1,27,3,7,5,4,25,21,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6645
0,18,6,8,45,10,15,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,8040
1,21,3,13,0,1,35,12,35,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,8098
1,3,6,2,15,19,0,16,45,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
1,18,3,18,40,7,40,13,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12284
1,3,6,15,0,19,0,28,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
0,12,4,20,0,22,50,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4990
2,18,3,17,25,10,35,17,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12568
1,6,5,14,5,23,35,9,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11841
1,15,6,2,15,12,35,10,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,18371
1,1,3,10,20,18,15,7,55,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,23267
1,1,5,9,35,23,35,14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13067
0,21,6,22,5,0,25,2,20,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5277
2,27,5,17,15,7,40,14,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13879
0,9,4,17,15,19,50,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4174
2,9,5,19,45,19,15,23,30,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10178
2,12,6,11,45,4,25,16,40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13882
0,21,5,19,30,22,15,2,45,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4878
0,27,6,9,45,12,35,2,50,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4668
1,21,5,20,0,22,35,26,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
1,27,6,8,45,21,0,12,15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7005
1,21,5,2,15,12,35,10,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12898
1,15,6,3,50,19,15,15,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9929
1,1,6,10,0,19,0,9,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,14714
0,21,4,5,10,8,0,2,50,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6094
1,6,3,11,40,23,0,11,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16736
0,3,4,11,10,14,5,2,55,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7229
1,18,5,4,55,12,35,7,40,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,8882
1,9,5,8,0,19,0,11,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10197
0,12,5,20,20,22,55,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
1,3,3,7,30,13,20,5,50,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13628
0,27,5,14,40,17,50,3,10,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,6216
1,21,5,5,15,6,50,25,35,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7480
1,12,6,10,0,16,15,6,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11936
0,18,3,8,20,10,35,2,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3859
1,12,5,20,0,10,5,14,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8586
0,1,3,21,10,0,5,2,55,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,21730
1,1,6,17,10,1,30,8,20,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6628
2,1,5,12,0,7,55,19,55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10151
1,21,5,17,0,14,25,21,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11467
1,15,6,5,10,10,5,4,55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7010
0,3,4,17,45,20,45,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7229
0,9,3,13,10,16,10,3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8033
0,18,5,11,10,14,5,2,55,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7229
1,9,6,21,0,2,15,5,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6911
2,27,6,20,0,19,0,23,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,14300
2,9,6,7,0,1,20,18,20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13033
0,24,5,4,0,6,50,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3943
0,9,3,9,35,12,30,2,55,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,6205
1,6,3,11,30,21,0,9,30,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,14871
0,18,5,2,55,4,20,1,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5678
1,1,6,11,30,19,15,7,45,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,16108
1,6,3,20,35,9,30,12,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,17261
0,12,5,5,55,8,35,2,40,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,3311
0,12,4,11,30,14,5,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4174
0,9,6,16,55,19,45,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
